event_type,current_char,timestamp,current_word,current_word_time,current_sentence,current_sentence_time,complete_text,current_complete_time,sentence_num,technique_used,participant_id
key pressed,"SPACE",1559749387.4633348,"Jet",0.6697626113891602,"Prall vom Whisky flog Quax den Jet ",12.600647926330566,"Prall vom Whisky flog Quax den Jet ",12.600647926330566,1,none,1
word typed,"SPACE",1559749387.4633348,"Jet",0.6697626113891602,"Prall vom Whisky flog Quax den Jet ",12.600647926330566,"Prall vom Whisky flog Quax den Jet ",12.600647926330566,1,False,1
key pressed,"z",1559749388.115408,"z",0.0,"Prall vom Whisky flog Quax den Jet z",13.252721071243286,"Prall vom Whisky flog Quax den Jet z",13.252721071243286,1,none,1
key pressed,"u",1559749388.316328,"zu",0.20092010498046875,"Prall vom Whisky flog Quax den Jet zu",13.453641176223755,"Prall vom Whisky flog Quax den Jet zu",13.453641176223755,1,none,1
key pressed,"SPACE",1559749388.4894478,"zu",0.374039888381958,"Prall vom Whisky flog Quax den Jet zu ",13.626760959625244,"Prall vom Whisky flog Quax den Jet zu ",13.626760959625244,1,none,1
word typed,"SPACE",1559749388.4894478,"zu",0.374039888381958,"Prall vom Whisky flog Quax den Jet zu ",13.626760959625244,"Prall vom Whisky flog Quax den Jet zu ",13.626760959625244,1,False,1
key pressed,"B",1559749388.842456,"B",0.0,"Prall vom Whisky flog Quax den Jet zu B",13.979769229888916,"Prall vom Whisky flog Quax den Jet zu B",13.979769229888916,1,none,1
key pressed,"r",1559749389.062206,"Br",0.21974992752075195,"Prall vom Whisky flog Quax den Jet zu Br",14.199519157409668,"Prall vom Whisky flog Quax den Jet zu Br",14.199519157409668,1,none,1
key pressed,"u",1559749389.322776,"Bru",0.4803199768066406,"Prall vom Whisky flog Quax den Jet zu Bru",14.460089206695557,"Prall vom Whisky flog Quax den Jet zu Bru",14.460089206695557,1,none,1
key pressed,"c",1559749389.6634839,"Bruc",0.8210277557373047,"Prall vom Whisky flog Quax den Jet zu Bruc",14.80079698562622,"Prall vom Whisky flog Quax den Jet zu Bruc",14.80079698562622,1,none,1
key pressed,"h",1559749389.829206,"Bruch",0.9867498874664307,"Prall vom Whisky flog Quax den Jet zu Bruch",14.966519117355347,"Prall vom Whisky flog Quax den Jet zu Bruch",14.966519117355347,1,none,1
key pressed,".",1559749390.3994281,"Bruch.",1.5569720268249512,"Prall vom Whisky flog Quax den Jet zu Bruch.",15.536741256713867,"Prall vom Whisky flog Quax den Jet zu Bruch.",15.536741256713867,1,none,1
key pressed,"ENTER",1559749390.6697001,"Bruch.",1.8272440433502197,"Prall vom Whisky flog Quax den Jet zu Bruch.
",15.807013273239136,"Prall vom Whisky flog Quax den Jet zu Bruch.
",15.807013273239136,1,none,1
word typed,"ENTER",1559749390.6697001,"Bruch.",1.8272440433502197,"Prall vom Whisky flog Quax den Jet zu Bruch.
",15.807013273239136,"Prall vom Whisky flog Quax den Jet zu Bruch.
",15.807013273239136,1,False,1
sentence typed,"ENTER",1559749390.6697001,"Bruch.",1.8272440433502197,"Prall vom Whisky flog Quax den Jet zu Bruch.
",15.807013273239136,"Prall vom Whisky flog Quax den Jet zu Bruch.
",15.807013273239136,1,none,1
key pressed,"A",1559749391.645237,"A",0.0,"A",0.0,"Prall vom Whisky flog Quax den Jet zu Bruch.A",16.78255009651184,2,none,1
key pressed,"S",1559749392.259203,"S",0.0,"S",0.0,"Prall vom Whisky flog Quax den Jet zu Bruch.S",17.39651608467102,2,none,1
key pressed,"y",1559749392.598065,"Sy",0.33886194229125977,"Sy",0.33886194229125977,"Prall vom Whisky flog Quax den Jet zu Bruch.Sy",17.73537802696228,2,none,1
key pressed,"l",1559749393.420279,"Syl",1.1610760688781738,"Syl",1.1610760688781738,"Prall vom Whisky flog Quax den Jet zu Bruch.Syl",18.557592153549194,2,none,1
key pressed,"v",1559749393.949049,"Sylv",1.6898460388183594,"Sylv",1.6898460388183594,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylv",19.08636212348938,2,none,1
key pressed,"i",1559749394.134382,"Sylvi",1.8751790523529053,"Sylvi",1.8751790523529053,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvi",19.271695137023926,2,none,1
key pressed,"a",1559749394.296198,"Sylvia",2.0369949340820312,"Sylvia",2.0369949340820312,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia",19.43351101875305,2,none,1
key pressed,"SPACE",1559749394.464246,"Sylvia",2.205043077468872,"Sylvia ",2.205043077468872,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia ",19.601559162139893,2,none,1
word typed,"SPACE",1559749394.464246,"Sylvia",2.205043077468872,"Sylvia ",2.205043077468872,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia ",19.601559162139893,2,False,1
key pressed,"w",1559749395.218224,"w",0.0,"Sylvia w",2.9590210914611816,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia w",20.355537176132202,2,none,1
key pressed,"a",1559749395.463239,"wa",0.24501490592956543,"Sylvia wa",3.204035997390747,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wa",20.600552082061768,2,none,1
key pressed,"g",1559749395.83139,"wag",0.6131658554077148,"Sylvia wag",3.5721869468688965,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wag",20.968703031539917,2,none,1
key pressed,"t",1559749396.138342,"wagt",0.9201178550720215,"Sylvia wagt",3.879138946533203,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt",21.275655031204224,2,none,1
key pressed,"SPACE",1559749396.355123,"wagt",1.1368989944458008,"Sylvia wagt ",4.095920085906982,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt ",21.492436170578003,2,none,1
word typed,"SPACE",1559749396.355123,"wagt",1.1368989944458008,"Sylvia wagt ",4.095920085906982,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt ",21.492436170578003,2,False,1
key pressed,"q",1559749396.9890182,"q",0.0,"Sylvia wagt q",4.729815244674683,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt q",22.126331329345703,2,none,1
key pressed,"u",1559749397.243582,"qu",0.2545638084411621,"Sylvia wagt qu",4.984379053115845,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt qu",22.380895137786865,2,none,1
key pressed,"i",1559749397.928204,"qui",0.9391858577728271,"Sylvia wagt qui",5.66900110244751,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt qui",23.06551718711853,2,none,1
key pressed,"c",1559749398.348589,"quic",1.3595707416534424,"Sylvia wagt quic",6.089385986328125,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quic",23.485902070999146,2,none,1
key pressed,"k",1559749398.530001,"quick",1.540982723236084,"Sylvia wagt quick",6.270797967910767,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick",23.667314052581787,2,none,1
key pressed,"SPACE",1559749398.773206,"quick",1.7841877937316895,"Sylvia wagt quick ",6.514003038406372,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick ",23.910519123077393,2,none,1
word typed,"SPACE",1559749398.773206,"quick",1.7841877937316895,"Sylvia wagt quick ",6.514003038406372,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick ",23.910519123077393,2,False,1
key pressed,"d",1559749399.423184,"d",0.0,"Sylvia wagt quick d",7.163980960845947,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick d",24.560497045516968,2,none,1
key pressed,"e",1559749399.603151,"de",0.17996716499328613,"Sylvia wagt quick de",7.343948125839233,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick de",24.740464210510254,2,none,1
key pressed,"n",1559749399.741032,"den",0.31784796714782715,"Sylvia wagt quick den",7.481828927993774,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den",24.878345012664795,2,none,1
key pressed,"SPACE",1559749399.921812,"den",0.4986281394958496,"Sylvia wagt quick den ",7.662609100341797,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den ",25.059125185012817,2,none,1
word typed,"SPACE",1559749399.921812,"den",0.4986281394958496,"Sylvia wagt quick den ",7.662609100341797,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den ",25.059125185012817,2,False,1
key pressed,"J",1559749400.304254,"J",0.0,"Sylvia wagt quick den J",8.045051097869873,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den J",25.441567182540894,2,none,1
key pressed,"u",1559749400.511132,"Ju",0.2068779468536377,"Sylvia wagt quick den Ju",8.25192904472351,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Ju",25.64844512939453,2,none,1
key pressed,"x",1559749401.065163,"Jux",0.760908842086792,"Sylvia wagt quick den Jux",8.805959939956665,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux",26.202476024627686,2,none,1
key pressed,"SPACE",1559749401.2342389,"Jux",0.9299848079681396,"Sylvia wagt quick den Jux ",8.975035905838013,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux ",26.371551990509033,2,none,1
word typed,"SPACE",1559749401.2342389,"Jux",0.9299848079681396,"Sylvia wagt quick den Jux ",8.975035905838013,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux ",26.371551990509033,2,False,1
key pressed,"b",1559749402.158035,"b",0.0,"Sylvia wagt quick den Jux b",9.898832082748413,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux b",27.295348167419434,2,none,1
key pressed,"e",1559749402.297931,"be",0.13989591598510742,"Sylvia wagt quick den Jux be",10.03872799873352,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux be",27.43524408340454,2,none,1
key pressed,"i",1559749402.429877,"bei",0.27184200286865234,"Sylvia wagt quick den Jux bei",10.170674085617065,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei",27.567190170288086,2,none,1
key pressed,"SPACE",1559749402.629173,"bei",0.47113800048828125,"Sylvia wagt quick den Jux bei ",10.369970083236694,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei ",27.766486167907715,2,none,1
word typed,"SPACE",1559749402.629173,"bei",0.47113800048828125,"Sylvia wagt quick den Jux bei ",10.369970083236694,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei ",27.766486167907715,2,False,1
key pressed,"P",1559749403.5040069,"P",0.0,"Sylvia wagt quick den Jux bei P",11.24480390548706,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei P",28.64131999015808,2,none,1
key pressed,"f",1559749403.883185,"Pf",0.3791780471801758,"Sylvia wagt quick den Jux bei Pf",11.623981952667236,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pf",29.020498037338257,2,none,1
key pressed,"o",1559749404.4210508,"Pfo",0.917043924331665,"Sylvia wagt quick den Jux bei Pfo",12.161847829818726,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfo",29.558363914489746,2,none,1
key pressed,"r",1559749404.6170611,"Pfor",1.1130542755126953,"Sylvia wagt quick den Jux bei Pfor",12.357858180999756,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfor",29.754374265670776,2,none,1
key pressed,"t",1559749404.8488162,"Pfort",1.3448092937469482,"Sylvia wagt quick den Jux bei Pfort",12.589613199234009,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfort",29.98612928390503,2,none,1
key pressed,"z",1559749405.9889312,"Pfortz",2.48492431640625,"Sylvia wagt quick den Jux bei Pfortz",13.72972822189331,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortz",31.12624430656433,2,none,1
key pressed,"h",1559749406.634711,"Pfortzh",3.130704164505005,"Sylvia wagt quick den Jux bei Pfortzh",14.375508069992065,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzh",31.772024154663086,2,none,1
key pressed,"e",1559749406.8876522,"Pfortzhe",3.3836452960968018,"Sylvia wagt quick den Jux bei Pfortzhe",14.628449201583862,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzhe",32.02496528625488,2,none,1
key pressed,"i",1559749407.057861,"Pfortzhei",3.55385422706604,"Sylvia wagt quick den Jux bei Pfortzhei",14.7986581325531,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzhei",32.19517421722412,2,none,1
key pressed,"m",1559749407.230977,"Pfortzheim",3.7269701957702637,"Sylvia wagt quick den Jux bei Pfortzheim",14.971774101257324,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim",32.368290185928345,2,none,1
key pressed,".",1559749408.186738,"Pfortzheim.",4.6827311515808105,"Sylvia wagt quick den Jux bei Pfortzheim.",15.927535057067871,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.",33.32405114173889,2,none,1
key pressed,"ENTER",1559749408.559669,"Pfortzheim.",5.055662155151367,"Sylvia wagt quick den Jux bei Pfortzheim.
",16.300466060638428,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.
",33.69698214530945,2,none,1
word typed,"ENTER",1559749408.559669,"Pfortzheim.",5.055662155151367,"Sylvia wagt quick den Jux bei Pfortzheim.
",16.300466060638428,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.
",33.69698214530945,2,False,1
sentence typed,"ENTER",1559749408.559669,"Pfortzheim.",5.055662155151367,"Sylvia wagt quick den Jux bei Pfortzheim.
",16.300466060638428,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.
",33.69698214530945,2,none,1
key pressed,"J",1559749410.0606022,"J",0.0,"J",0.0,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.J",35.19791531562805,3,none,1
key pressed,"e",1559749410.5902889,"Je",0.529686689376831,"Je",0.529686689376831,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Je",35.72760200500488,3,none,1
key pressed,"d",1559749410.838486,"Jed",0.777883768081665,"Jed",0.777883768081665,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jed",35.97579908370972,3,none,1
key pressed,"e",1559749411.041142,"Jede",0.9805397987365723,"Jede",0.9805397987365723,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jede",36.178455114364624,3,none,1
key pressed,"r",1559749411.137583,"Jeder",1.0769808292388916,"Jeder",1.0769808292388916,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder",36.27489614486694,3,none,1
key pressed,"SPACE",1559749411.30039,"Jeder",1.2397878170013428,"Jeder ",1.2397878170013428,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder ",36.437703132629395,3,none,1
word typed,"SPACE",1559749411.30039,"Jeder",1.2397878170013428,"Jeder ",1.2397878170013428,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder ",36.437703132629395,3,False,1
key pressed,"w",1559749411.973598,"w",0.0,"Jeder w",1.9129958152770996,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder w",37.11091113090515,3,none,1
key pressed,"a",1559749412.6173928,"wa",0.6437947750091553,"Jeder wa",2.556790590286255,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wa",37.75470590591431,3,none,1
key pressed,"c",1559749413.2245948,"wac",1.2509968280792236,"Jeder wac",3.1639926433563232,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wac",38.361907958984375,3,none,1
key pressed,"k",1559749413.361824,"wack",1.38822603225708,"Jeder wack",3.3012218475341797,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wack",38.49913716316223,3,none,1
key pressed,"e",1559749413.561491,"wacke",1.587893009185791,"Jeder wacke",3.5008888244628906,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wacke",38.69880414009094,3,none,1
key pressed,"r",1559749413.6973078,"wacker",1.7237098217010498,"Jeder wacker",3.6367056369781494,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wacker",38.8346209526062,3,none,1
key pressed,"e",1559749413.969496,"wackere",1.9958980083465576,"Jeder wackere",3.9088938236236572,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere",39.10680913925171,3,none,1
key pressed,"SPACE",1559749414.669462,"wackere",2.695863962173462,"Jeder wackere ",4.6088597774505615,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere ",39.80677509307861,3,none,1
word typed,"SPACE",1559749414.669462,"wackere",2.695863962173462,"Jeder wackere ",4.6088597774505615,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere ",39.80677509307861,3,False,1
key pressed,"B",1559749415.219551,"B",0.0,"Jeder wackere B",5.15894889831543,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere B",40.35686421394348,3,none,1
key pressed,"a",1559749415.431384,"Ba",0.21183300018310547,"Jeder wackere Ba",5.370781898498535,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Ba",40.56869721412659,3,none,1
key pressed,"y",1559749415.719748,"Bay",0.5001969337463379,"Jeder wackere Bay",5.659145832061768,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bay",40.85706114768982,3,none,1
key pressed,"e",1559749416.001444,"Baye",0.7818930149078369,"Jeder wackere Baye",5.940841913223267,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Baye",41.13875722885132,3,none,1
key pressed,"r",1559749416.117541,"Bayer",0.8979899883270264,"Jeder wackere Bayer",6.056938886642456,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer",41.25485420227051,3,none,1
key pressed,"SPACE",1559749416.3094,"Bayer",1.0898489952087402,"Jeder wackere Bayer ",6.24879789352417,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer ",41.44671320915222,3,none,1
word typed,"SPACE",1559749416.3094,"Bayer",1.0898489952087402,"Jeder wackere Bayer ",6.24879789352417,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer ",41.44671320915222,3,False,1
key pressed,"v",1559749416.9608,"v",0.0,"Jeder wackere Bayer v",6.900197744369507,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer v",42.09811305999756,3,none,1
key pressed,"e",1559749417.158547,"ve",0.19774699211120605,"Jeder wackere Bayer ve",7.097944736480713,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer ve",42.295860052108765,3,none,1
key pressed,"r",1559749417.286624,"ver",0.3258240222930908,"Jeder wackere Bayer ver",7.226021766662598,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer ver",42.42393708229065,3,none,1
key pressed,"t",1559749417.656503,"vert",0.6957030296325684,"Jeder wackere Bayer vert",7.595900774002075,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer vert",42.79381608963013,3,none,1
key pressed,"i",1559749417.838656,"verti",0.8778560161590576,"Jeder wackere Bayer verti",7.7780537605285645,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer verti",42.975969076156616,3,none,1
key pressed,"l",1559749418.35242,"vertil",1.39162015914917,"Jeder wackere Bayer vertil",8.291817903518677,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer vertil",43.48973321914673,3,none,1
key pressed,"g",1559749418.8162072,"vertilg",1.8554072380065918,"Jeder wackere Bayer vertilg",8.755604982376099,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer vertilg",43.95352029800415,3,none,1
key pressed,"t",1559749419.249533,"vertilgt",2.2887330055236816,"Jeder wackere Bayer vertilgt",9.188930749893188,"Prall vom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den Jux bei Pfortzheim.Jeder wackere Bayer vertilgt",44.38684606552124,3,none,1
