participant_id,stimulus,mental_complexity,distraction,pressed_key,correct_key_pressed,reaction_time,timestamp
2,PD,P_Rot,True,R,True,2.244678020477295,1557846303.1022332
2,AD,A_Ungerade1,True,U,True,1.0394620895385742,1557846305.1631339
2,AD,A_Ungerade7,True,U,True,1.1879279613494873,1557846307.356106
2,AN,A_Ungerade1,False,U,True,0.8553998470306396,1557846309.215382
2,AN,A_Ungerade1,False,U,True,2.780961036682129,1557846313.000313
2,PD,P_Rot,True,R,True,1.9385321140289307,1557846315.94297
2,AN,A_Gerade6,False,R,True,1.4426178932189941,1557846318.390667
2,AD,A_Ungerade3,True,U,True,0.6663637161254883,1557846320.0648682
2,AN,A_Gerade6,False,R,True,2.143404006958008,1557846323.212301
2,AD,A_Ungerade1,True,U,True,0.8753719329833984,1557846325.0930429
2,AD,A_Gerade,True,U,False,9.451802015304565,1557846335.5496378
2,PN,P_Rot,False,R,True,2.0981099605560303,1557846338.651911
2,PN,P_Rot,False,R,True,3.242227792739868,1557846342.89817
2,AD,A_Gerade,True,R,True,1.8082470893859863,1557846345.710491
2,AN,A_Gerade6,False,R,True,1.9517219066619873,1557846348.667706
2,AN,A_Ungerade7,False,U,True,0.7912828922271729,1557846350.4634502
2,PD,P_Blau,True,U,True,1.6206719875335693,1557846353.08915
2,PN,P_Rot,False,R,True,0.750128984451294,1557846354.843322
2,PD,P_Blau,True,R,False,0.2523667812347412,1557846356.101023
2,AN,A_Ungerade3,False,U,True,0.9000320434570312,1557846358.004145
2,PN,P_Blau,False,R,False,1.03696608543396,1557846360.043922
2,PD,P_Blau,True,U,True,1.99082612991333,1557846363.038881
2,PD,P_Blau,True,U,True,1.0527088642120361,1557846365.095585
2,PD,P_Rot,True,R,True,0.5546581745147705,1557846366.652769
2,PD,P_Rot,True,R,True,0.8052070140838623,1557846368.460725
2,AD,A_Ungerade1,True,U,True,0.6761128902435303,1557846370.143797
2,AN,A_Ungerade1,False,U,True,0.7321090698242188,1557846371.879997
2,AD,A_Gerade8,True,R,True,0.7335379123687744,1557846373.6189718
2,AN,A_Gerade4,False,R,True,0.793795108795166,1557846375.417682
2,AN,A_Gerade4,False,R,True,3.139127016067505,1557846379.5609338
2,PN,P_Blau,False,U,True,1.0512287616729736,1557846381.616174
2,PN,P_Blau,False,U,True,1.1143980026245117,1557846383.737432
2,PD,P_Blau,True,U,True,1.1443870067596436,1557846385.886386
2,AD,A_Ungerade7,True,U,True,0.6510682106018066,1557846387.5403059
2,PN,P_Blau,False,U,True,0.6913089752197266,1557846389.235616
2,PN,P_Blau,False,U,True,0.630286693572998,1557846390.8703392
2,AD,A_Gerade2,True,R,True,0.855482816696167,1557846392.732281
2,PD,P_Blau,True,U,True,0.7851979732513428,1557846394.522053
2,PN,P_Blau,False,U,True,0.8240880966186523,1557846396.350372
2,PN,P_Blau,False,U,True,0.5920519828796387,1557846397.946087
