participant_id,stimulus,mental_complexity,distraction,pressed_key,correct_key_pressed,reaction_time,timestamp
3,AN,A,False,D,True,1.7238519191741943,1557828117.331008
3,AD,A,True,K,True,1.9668388366699219,1557828120.30187
3,AD,A,True,D,True,0.7110350131988525,1557828122.016553
3,PD,P,True,D,True,0.6193752288818359,1557828123.643025
3,AD,A,True,D,True,0.5198109149932861,1557828125.166663
3,PD,P,True,K,True,0.5321378707885742,1557828126.702625
3,AD,A,True,K,True,0.642786979675293,1557828128.348335
3,PD,P,True,D,True,0.43022680282592773,1557828129.781292
3,PD,P,True,D,True,0.7414507865905762,1557828131.526313
3,AN,A,False,D,True,0.7157700061798096,1557828133.244477
3,AD,A,True,D,True,0.8025920391082764,1557828135.051918
3,AN,A,False,K,True,0.5494852066040039,1557828136.605094
3,PN,P,False,K,True,0.4565901756286621,1557828138.064689
3,AD,A,True,D,True,0.5411410331726074,1557828139.609607
3,PD,P,True,D,True,0.5107910633087158,1557828141.124042
3,AN,A,False,K,True,0.5469019412994385,1557828142.674577
3,PN,P,False,D,True,0.4017469882965088,1557828144.0800052
3,AN,A,False,K,True,0.42499494552612305,1557828145.511555
3,PN,P,False,K,True,0.6585230827331543,1557828147.1746
3,PN,P,False,D,True,0.463942289352417,1557828148.642206
3,AN,A,False,K,True,0.5083959102630615,1557828150.153248
3,AD,A,True,D,True,0.3848710060119629,1557828151.54192
3,AN,A,False,D,True,0.5290851593017578,1557828153.0753138
3,AD,A,True,K,True,0.5720088481903076,1557828154.6509068
3,PD,P,True,K,True,0.5213661193847656,1557828156.1760151
3,AN,A,False,K,True,0.5323402881622314,1557828157.711081
3,PD,P,True,K,True,0.4760310649871826,1557828159.190638
3,AN,A,False,D,True,0.5442988872528076,1557828160.73907
3,PD,P,True,K,True,0.44029903411865234,1557828162.182836
3,PD,P,True,D,True,0.4813399314880371,1557828163.668781
3,AD,A,True,K,True,0.5072011947631836,1557828165.179702
3,PN,P,False,D,True,0.41736292839050293,1557828166.599981
3,PD,P,True,K,True,0.445803165435791,1557828168.048466
3,AD,A,True,D,True,0.47240376472473145,1557828169.5244741
3,AN,A,False,D,True,0.5714731216430664,1557828171.099814
3,PN,P,False,K,True,0.46611785888671875,1557828172.569686
3,PN,P,False,D,True,0.4124600887298584,1557828173.985615
3,PN,P,False,K,True,0.36516904830932617,1557828175.357089
3,PN,P,False,D,True,0.3447420597076416,1557828176.705503
3,PN,P,False,D,True,0.4790642261505127,1557828178.187982
