user_id,pointer_pos,errors,timestamp,task_completion_time,new_pointing_technique,distance
3,840:358,0,1559138926.1380758,1.0854618549346924,False,NEAR
3,901:364,0,1559138927.0999339,0.9589738845825195,True,NEAR
3,589:758,0,1559138928.648152,1.5450360774993896,True,FAR
3,425:359,0,1559138929.932249,1.2815239429473877,False,FAR
3,488:401,0,1559138930.584223,0.6491332054138184,False,NEAR
3,488:462,0,1559138931.656158,1.0691180229187012,True,NEAR
3,64:535,0,1559138932.692189,1.033250093460083,True,FAR
3,477:240,0,1559138933.852183,1.1574220657348633,False,FAR
3,403:268,0,1559138934.6203651,0.7656052112579346,False,NEAR
3,448:296,0,1559138935.390316,0.7673749923706055,True,NEAR
3,46:244,0,1559138936.982224,1.5892670154571533,True,FAR
3,464:271,0,1559138938.3642082,1.3793463706970215,False,FAR
3,468:408,0,1559138939.326287,0.9586331844329834,False,NEAR
3,591:502,0,1559138940.1862772,0.8572590351104736,True,NEAR
3,123:601,0,1559138941.731789,1.5429260730743408,True,FAR
3,247:205,0,1559138942.9603221,1.2258961200714111,False,FAR
3,197:287,0,1559138943.61846,0.6555619239807129,False,NEAR
3,187:329,0,1559138944.412439,0.791409969329834,True,NEAR
3,643:349,0,1559138945.816451,1.4013080596923828,True,FAR
3,1051:500,0,1559138947.2824562,1.4633369445800781,False,FAR
3,1005:543,0,1559138948.0903401,0.8052210807800293,False,NEAR
3,1089:552,0,1559138948.922482,0.8295040130615234,True,NEAR
3,1359:188,0,1559138950.700479,1.7754240036010742,True,FAR
3,1219:566,0,1559138952.0244522,1.321385383605957,False,FAR
3,1243:524,0,1559138952.905985,0.8789529800415039,False,NEAR
3,1377:502,0,1559138954.39447,1.485856056213379,True,NEAR
3,989:728,1,1559138955.878491,1.481269121170044,True,FAR
3,1395:738,0,1559138957.470766,1.5896880626678467,False,FAR
3,1353:623,0,1559138958.510556,1.037214994430542,False,NEAR
3,1252:620,0,1559138959.910497,1.3972930908203125,True,NEAR
3,805:717,0,1559138961.036555,1.1234838962554932,True,FAR
3,931:259,0,1559138962.358645,1.319432020187378,False,FAR
3,988:280,0,1559138963.328256,0.9669737815856934,False,NEAR
3,950:168,0,1559138964.77867,1.4485208988189697,True,NEAR
3,927:648,0,1559138966.5607512,1.7795162200927734,True,FAR
3,586:467,0,1559138968.0424619,1.4790089130401611,False,FAR
3,636:478,0,1559138968.95239,0.9077010154724121,False,NEAR
3,610:516,0,1559138969.560225,0.6051220893859863,True,NEAR
3,1105:693,0,1559138970.84675,1.2837979793548584,True,FAR
3,1088:294,0,1559138972.310681,1.4613549709320068,False,FAR
