user_id,pointer_pos,errors,timestamp,task_completion_time,new_pointing_technique,distance
4,449:742,0,1559139032.017642,1.2844281196594238,False,FAR
4,861:626,0,1559139033.117768,1.097369909286499,True,FAR
4,815:621,0,1559139034.0327392,0.9113171100616455,True,NEAR
4,954:678,0,1559139035.195524,1.160951852798462,False,NEAR
4,1246:272,0,1559139036.443606,1.245513916015625,False,FAR
4,1225:780,0,1559139038.159688,1.7134439945220947,True,FAR
4,1206:753,0,1559139038.95168,0.7894148826599121,True,NEAR
4,1357:722,0,1559139040.13167,1.1774158477783203,False,NEAR
4,1067:409,0,1559139041.439636,1.3053159713745117,False,FAR
4,1386:673,0,1559139042.599808,1.157593011856079,True,FAR
4,1400:608,1,1559139044.097805,1.4954218864440918,True,NEAR
4,1353:651,0,1559139044.917791,0.8173480033874512,False,NEAR
4,957:592,0,1559139046.1278322,1.2074661254882812,False,FAR
4,664:286,0,1559139047.7678158,1.6363227367401123,True,FAR
4,802:294,0,1559139049.035886,1.265491247177124,True,NEAR
4,765:427,0,1559139050.067777,1.029202938079834,False,NEAR
4,1125:714,0,1559139051.641521,1.571159839630127,False,FAR
4,1360:398,0,1559139052.953845,1.3096129894256592,True,FAR
4,1411:486,0,1559139054.117941,1.1614959239959717,True,NEAR
4,1347:481,0,1559139054.8381891,0.7176120281219482,False,NEAR
4,1027:129,0,1559139056.103921,1.2628700733184814,False,FAR
4,713:513,0,1559139057.2399008,1.1334006786346436,True,FAR
4,743:607,0,1559139058.853878,1.6113979816436768,True,NEAR
4,752:552,0,1559139059.687959,0.8314468860626221,False,NEAR
4,1088:310,0,1559139061.3759592,1.6854281425476074,False,FAR
4,667:89,0,1559139062.795867,1.4172618389129639,True,FAR
4,613:62,0,1559139063.618146,0.8196439743041992,True,NEAR
4,570:107,0,1559139064.3994958,0.7787468433380127,False,NEAR
4,998:271,0,1559139065.8261461,1.424009084701538,False,FAR
4,1120:723,1,1559139067.640085,1.8112599849700928,True,FAR
4,1113:677,0,1559139068.294007,0.6513421535491943,True,NEAR
4,1154:711,0,1559139069.546122,1.2494752407073975,False,NEAR
4,779:662,0,1559139070.728097,1.179405927658081,False,FAR
4,514:377,0,1559139071.960021,1.2293529510498047,True,FAR
4,495:300,0,1559139072.894017,0.9314260482788086,True,NEAR
4,424:353,0,1559139073.690073,0.7934770584106445,False,NEAR
4,916:534,0,1559139074.882184,1.1894581317901611,False,FAR
4,535:619,0,1559139075.756199,0.8714008331298828,True,FAR
4,561:574,0,1559139076.691844,0.9330430030822754,True,NEAR
4,586:664,1,1559139078.018213,1.3237330913543701,False,NEAR
